cc_Ad,cc_beta,cc_correct_rejections,cc_criterion,cc_false_alarm_avg_click_delay,cc_false_alarm_rate,cc_false_alarms,cc_hit_avg_click_delay,cc_hit_rate,cc_hits,cc_misses,cc_sensitivity,cc_time_spent,clicked,completion_code,delays,job_id,letters,timestamp,worker_bonus,worker_id
0.4346669321966037,0.7447665023958179,4,1.266671753738323,0.0,0.0,0,0.0,0.0,0,6,-0.2326447467246302,64.19697070121765,0:0:0:0:0:0:0:0:0:0,cc:e26g5,1000:1000:1000:1000:1000:1000:1000:1000:1000:1000,3NBFJK3IPKO682PN9TMBMQFXPULGO5,W:W:M:W:M:W:M:M:M:M,2019-11-09 00:57:34.892383,0,A8KX1#####E2Q
0.7920113081475273,1.9379909592455802,4,0.5751746901880039,0.0,0.0,0,478.0,0.5,3,3,1.1503493803760079,60.86910629272461,1:0:0:0:0:0:0:1:1:0,cc:pTyQN,449:1000:1000:1000:1000:1000:1000:486:499:1000,3NBFJK3IPKO682PN9TMBMQFXPULGO5,M:W:W:M:M:W:M:M:M:W,2019-11-09 00:59:16.031717,15,A1LE6#####JNIT
0.7920113081475273,1.9379909592455802,4,0.5751746901880039,0.0,0.0,0,382.6666666666667,0.5,3,3,1.1503493803760079,39.40461754798889,0:0:0:0:1:0:0:0:1:1,cc:n9HzY,1000:1000:1000:1000:339:1000:1000:1000:412:397,3NBFJK3IPKO682PN9TMBMQFXPULGO5,M:M:W:W:M:W:M:W:M:M,2019-11-09 01:01:29.013409,15,A2FCQ#####PYHS
0.96338097521803,0.7447665023958179,4,-0.1163223733623151,0.0,0.0,0,244.33333333333334,1.0,6,0,2.533343507476646,50.72795295715332,0:0:1:1:0:1:0:1:1:1,cc:y4EZm,1000:1000:233:233:1000:269:1000:207:321:203,3NBFJK3IPKO682PN9TMBMQFXPULGO5,W:W:M:M:W:M:W:M:M:M,2019-11-09 01:05:13.116721,30,A2XC9#####6PLH
0.6945711939022368,1.7663033243692394,4,0.7905383398357327,0.0,0.0,0,351.0,0.3333333333333333,2,4,0.7196220810805503,83.56124782562256,0:0:0:0:1:0:0:1:0:0,cc:7Krt9,1000:1000:1000:1000:401:1000:1000:301:1000:1000,3NBFJK3IPKO682PN9TMBMQFXPULGO5,W:M:W:M:M:M:M:M:W:W,2019-11-09 01:14:22.183112,10,A1ZK0#####6UPY
0.96338097521803,0.7447665023958179,4,-0.1163223733623151,0.0,0.0,0,414.6666666666667,1.0,6,0,2.533343507476646,53.17055702209473,0:1:1:1:0:1:1:0:1:0,cc:Uljj2,1000:462:419:460:1000:408:426:1000:313:1000,3NBFJK3IPKO682PN9TMBMQFXPULGO5,W:M:M:M:W:M:M:W:M:W,2019-11-09 01:15:07.896987,30,A3VTO#####TBRR
0.4179525761632543,0.7862472003636766,3,0.8209556581488914,262.0,0.25,1,194.0,0.16666666666666666,1,5,-0.29293181590561934,40.58497667312622,0:1:1:0:0:0:0:0:0:0,cc:pbW2B,1000:262:194:1000:1000:1000:1000:1000:1000:1000,3NBFJK3IPKO682PN9TMBMQFXPULGO5,W:W:M:M:M:M:M:M:W:W,2019-11-09 02:29:42.306042,0,A1YNB#####FUVW
0.5,1.0,2,0.0,281.5,0.5,2,343.3333333333333,0.5,3,3,0.0,31.134405374526978,0:0:1:1:0:1:1:1:0:0,cc:6gQoL,1000:1000:220:348:1000:222:341:462:1000:1000,3NBFJK3IPKO682PN9TMBMQFXPULGO5,M:W:M:M:W:W:W:M:M:M,2019-11-09 02:39:26.275712,5,A23QI#####SA0I
0.3167037495919615,1.2554175313546803,1,-0.33724487509804085,317.3333333333333,0.75,3,281.6666666666667,0.5,3,3,-0.6744897501960817,46.10455775260925,0:1:0:1:0:1:1:1:1:0,cc:Xz5ln,1000:472:1000:175:1000:492:178:257:223:1000,3NBFJK3IPKO682PN9TMBMQFXPULGO5,M:W:W:M:M:M:M:W:W:M,2019-11-09 02:40:11.359291,0,A1842#####Z590
0.4346669321966037,0.7447665023958179,4,1.266671753738323,0.0,0.0,0,0.0,0.0,0,6,-0.2326447467246302,38.70423221588135,0:0:0:0:0:0:0:0:0:0,cc:EJA6b,1000:1000:1000:1000:1000:1000:1000:1000:1000:1000,3NBFJK3IPKO682PN9TMBMQFXPULGO5,M:M:M:W:M:W:M:M:W:W,2019-11-09 02:52:41.162648,0,A3SSE#####7NI7
